"female","male","pairwise","attempt1","barn","nest","location1","soc.pair","total.dur","process.dist.m","dur.fertile","ci.diff","clutch_id_merge","clutch_match","fert_type","shared_fert","pat.clutch.size","bin_fert","fem_mass_1","fem_throat_avg_bright","fem_throat_chroma","fem_throat_hue","fem_throat_total_bright","fem_breast_avg_bright","fem_breast_chroma","fem_breast_hue","fem_breast_total_bright","fem_belly_avg_bright","fem_belly_chroma","fem_belly_hue","fem_belly_total_bright","fem_vent_avg_bright","fem_vent_chroma","fem_vent_hue","fem_vent_total_bright","fem_mean_rwl","fem_mean_rts","fem_mean_lts","fem_TS","fem_TS_scaled","fem_throat_avg_bright_scaled","fem_breast_avg_bright_scaled","fem_belly_avg_bright_scaled","fem_vent_avg_bright_scaled","male_mass_1","male_throat_avg_bright","male_throat_chroma","male_throat_hue","male_throat_total_bright","male_breast_avg_bright","male_breast_chroma","male_breast_hue","male_breast_total_bright","male_belly_avg_bright","male_belly_chroma","male_belly_hue","male_belly_total_bright","male_vent_avg_bright","male_vent_chroma","male_vent_hue","male_vent_total_bright","male_mean_rwl","male_mean_rts","male_mean_lts","male_TS","male_TS_scaled","male_throat_avg_bright_scaled","male_breast_avg_bright_scaled","male_belly_avg_bright_scaled","male_vent_avg_bright_scaled"
"2850-57585","2850-57806","2850-57585_2850-57806",2,"CHR",4,"CHR-4",0,10,25.1203531,0,-10,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,15.88,11.25502825,0.516086951,669.4676667,22577.58667,14.26422898,0.518970434,659.167,28614.04333,18.0460319,0.470292612,659.167,36200.34,17.57589232,0.493413321,659.167,35257.24,120.1666667,83.83333333,86,83.83333333,-0.791038680313578,-0.766188968724348,-1.73121899508845,-0.844654382153754,-1.1015839465002
"2850-57585","2850-57808","2850-57585_2850-57808",1,"CHR",4,"CHR-4",0,10,16.94168974,0,-13,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.44,11.46748421,0.514088925,678.7753333,23003.77333,15.37756564,0.515459018,659.167,30847.39667,20.6164008,0.49573159,641.3963333,41356.5,18.7548222,0.472216787,642.151,37622.17333,120.5,NA,100,100,1.57314861302708,-0.709680477568599,-1.54258636344907,-0.393340178166818,-0.847370430038086
"2850-57585","2850-57808","2850-57585_2850-57808",2,"CHR",4,"CHR-4",0,10,15.90725563,0,-14,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,17.44,11.46748421,0.514088925,678.7753333,23003.77333,15.37756564,0.515459018,659.167,30847.39667,20.6164008,0.49573159,641.3963333,41356.5,18.7548222,0.472216787,642.151,37622.17333,120.5,NA,100,100,1.57314861302708,-0.709680477568599,-1.54258636344907,-0.393340178166818,-0.847370430038086
"2850-57585","2850-57881","2850-57585_2850-57881",1,"CHR",4,"CHR-4",0,10,18.2811172,4,-8,"CHR_4_1",1,NA,0,4,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.55,11.73463277,0.535560863,644.7453333,23539.67333,21.93833167,0.494146676,611.004,44008.29333,26.56095214,0.438684751,643.7343333,53281.27,31.59365071,0.464706779,610.6836667,63376.86333,119.6666667,84.83333333,85.83333333,84.83333333,-0.644800291064927,-0.638624988986254,-0.430995767115722,0.650424573294177,1.92107559728725
"2850-57585","2850-57881","2850-57585_2850-57881",2,"CHR",4,"CHR-4",0,10,17.57294798,10,0,"CHR_4_2",1,NA,0,2,"no",15.5,15.49893652,0.532900141,628.063,31090.86667,38.8499435,0.434593729,588.369,77932.98667,25.59709704,0.444705538,599.3946667,51347.77667,38.00804752,0.431624901,610.0426667,76244.14333,121,76,76,76,-0.15853168619773,-0.47687372655356,1.71160821284646,-0.112963779467231,1.83749912677453,16.55,11.73463277,0.535560863,644.7453333,23539.67333,21.93833167,0.494146676,611.004,44008.29333,26.56095214,0.438684751,643.7343333,53281.27,31.59365071,0.464706779,610.6836667,63376.86333,119.6666667,84.83333333,85.83333333,84.83333333,-0.644800291064927,-0.638624988986254,-0.430995767115722,0.650424573294177,1.92107559728725
"2850-57588","2640-97588","2850-57588_2640-97588",2,"CHR",45,"CHR-45",0,11,3.246163671,9,-2,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,18.7,11.85018943,0.544837496,653.7273333,23771.48,14.45612662,0.507893605,610.6836667,28998.99,21.21705716,0.471668493,610.6836667,42561.41667,27.50362745,0.462396686,637.0386667,55172.27667,119,87,85,87,-0.327950447205388,-0.607889525035993,-1.69870577771304,-0.287874870450448,1.03914087582914
"2850-57588","2640-97589","2850-57588_2640-97589",2,"CHR",45,"CHR-45",0,11,14.83818046,10,1,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.1,11.8153556,0.523609389,681.183,23701.60333,16.91354271,0.528785659,657.7393333,33928.56667,18.6526321,0.480672665,627.3723333,37417.18,20.65218677,0.48363622,650.113,41428.28667,119,99.66666667,98,99.66666667,1.52440248376499,-0.617154537768401,-1.28234576663637,-0.738145434585443,-0.438240313367936
"2850-57588","2811-83208","2850-57588_2811-83208",2,"CHR",45,"CHR-45",0,11,31.40355192,0,16,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.9,18.73416916,0.484585352,611.004,37580.74333,21.00459455,0.486882121,610.6836667,42135.21667,26.39878531,0.450512144,610.6836667,52955.96333,23.23742606,0.475660646,611.004,46614.27667,118,87,89.5,87,-0.327950447205388,1.22309374175052,-0.589198848477454,0.621950764031026,0.119216734719535
"2850-57588","2850-57567","2850-57588_2850-57567",2,"CHR",45,"CHR-45",0,8,6.793815753,0,-35,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.6,10.56012296,0.52180729,667.1156667,21183.60667,26.35612994,0.49271154,611.3883333,52870.39667,22.28285809,0.48721335,606.0566667,44699.41333,16.73888169,0.511359264,628.0706667,33578.19667,121.5,102.1666667,102.5,102.1666667,1.88999846127377,-0.951018094883241,0.317511799070068,-0.100737880763292,-1.28206916379613
"2850-57588","2850-57570","2850-57588_2850-57570",2,"CHR",45,"CHR-45",0,11,6.451162169,7,-3,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.51,16.84077767,0.501161039,611.004,33782.6,23.06811898,0.49586693,611.004,46274.64667,25.67366733,0.443766873,611.004,51501.37667,19.07592556,0.494641169,627.6863333,38266.30667,121.5,90,NA,90,0.110764720540566,0.719494330997171,-0.239575901827104,0.494632057389222,-0.778130676530947
"2850-57588","2850-57577","2850-57588_2850-57577",2,"CHR",45,"CHR-45",0,11,6.777622682,0,-23,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,18.2,20.92472416,0.512057073,676.164,41974.99667,28.83623131,0.475799583,625.399,57845.48,28.80829345,0.443602398,627.1216667,57789.43667,29.54534563,0.455136562,636.0576667,59267.96333,119,90.83333333,91.16666667,90.83333333,0.232630044426981,1.80573194047972,0.737715377164354,1.04502048301344,1.47939806751422
"2850-57588","2850-57578","2850-57588_2850-57578",2,"CHR",45,"CHR-45",0,11,12.97952929,0,23,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,17.2,10.81633932,0.556799001,678.4426667,21697.57667,15.67680791,0.517385329,657.4626667,31447.67667,20.72179628,0.496782872,642.7923333,41567.92333,11.67128448,0.547842632,659.167,23412.59667,119,91.5,91.5,91.5,0.330122304413543,-0.882870324808829,-1.49188574528399,-0.374834477619313,-2.37479887454678
"2850-57588","2850-57579","2850-57588_2850-57579",2,"CHR",45,"CHR-45",0,11,21.97434176,0,-15,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.3,11.31949153,0.533256519,660.737,22706.9,24.77905949,0.48852106,617.005,49706.79333,18.07848455,0.49353373,627.3723333,36265.44,24.4043104,0.499147361,611.004,48955.04667,118.5,93.5,92,93.5,0.622599082910845,-0.749043190899379,0.0503087508346794,-0.838956234350139,0.37083286253875
"2850-57588","2850-57580","2850-57588_2850-57580",2,"CHR",45,"CHR-45",0,10,26.33609713,0,-32,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.2,9.142844799,0.560214832,667.427,18340.54667,27.48113161,0.465556814,625.399,55127.15,22.9424111,0.468469624,647.108,46022.47667,30.74621137,0.465611781,608.7603333,61676.9,117.5,87.83333333,NA,87.83333333,-0.206085123318973,-1.32798210392354,0.508120833367745,0.0150687031458652,1.73834162958958
"2850-57588","2850-57581","2850-57588_2850-57581",2,"CHR",45,"CHR-45",0,11,25.4904246872727,4,7,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,15.5,12.5018158,0.557442636,674.1035,25078.6425,18.94245264,0.521103483,641.0916667,37998.56,27.0381655,0.472765016,616.0483333,54238.56,19.62838485,0.524143762,664.102,39374.54,116,82.5,83,82.5,-0.986023198824319,-0.434571614980667,-0.938587554762546,0.734215334884986,-0.659003473806166
"2850-57588","2850-57582","2850-57588_2850-57582",2,"CHR",45,"CHR-45",0,11,28.53299789,0,18,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,15.9,NA,NA,NA,NA,28.49882187,0.467628455,626.7313333,57168.63667,24.79582419,0.471185748,627.0583333,49740.42333,10.86734629,0.526212895,643.7406667,21799.89667,118,88.5,86,88.5,-0.108592863332411,NA,0.68054809534039,0.340497342347155,-2.54815265729939
"2850-57588","2850-57589","2850-57588_2850-57589",2,"CHR",45,"CHR-45",0,11,20.42508594,0,17,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,17.5,12.65077601,0.531237153,675.7903333,25377.45667,16.92662014,0.501144529,627.3723333,33954.8,19.27879528,0.490091496,643.7406667,38673.26333,19.52571951,0.519492939,627.6863333,39168.59333,119.8333333,97,96.5,97,1.13443344528112,-0.394951560502818,-1.28013005765578,-0.628201551764721,-0.681141276522795
"2850-57588","2850-57620","2850-57588_2850-57620",2,"CHR",45,"CHR-45",0,11,10.27751357,0,16,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,18.2,8.903889997,0.510576941,627.6863333,17861.20333,21.60838485,0.492100236,611.004,43346.42,22.72290794,0.464821292,611.004,45582.15333,21.84048023,0.466018925,627.6863333,43812.00333,121,87,84,87,-0.327950447205388,-1.39153868908802,-0.486898657224134,-0.0234724159627646,-0.182007721268793
"2850-57588","2850-57647","2850-57588_2850-57647",2,"CHR",45,"CHR-45",0,11,14.75912949,0,26,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,15.8,12.89783981,0.543297932,643.7406667,25873.06667,28.1838767,0.473800388,617.439,56536.85667,25.45478232,0.436115595,638.1653333,51062.29333,20.55910934,0.502370676,626.097,41241.57333,122.1666667,85.83333333,87.33333333,85.83333333,-0.498561901816276,-0.329238164855052,0.627186934809475,0.456199475181733,-0.458310668004767
"2850-57588","2850-57653","2850-57588_2850-57653",2,"CHR",45,"CHR-45",1,11,0.08,11,0,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.37,8.467490861,0.535457505,660.1716667,16985.78667,27.15053506,0.465647634,659.167,54463.97333,21.8547225,0.470898637,665.8,43840.57333,15.40861914,0.497215455,659.167,30909.69,119.3333333,78,76.33333333,78,-1.64409595044325,-1.50761101163916,0.452107859504655,-0.175911398852204,-1.56891465511013
"2850-57588","2850-57669","2850-57588_2850-57669",2,"CHR",45,"CHR-45",0,11,12.95554044,8,3,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,17.82,14.07982054,0.504204618,611.004,28244.12,27.72719176,0.47617904,611.004,55620.74667,17.24374875,0.494612283,611.004,34590.96,18.57412762,0.508699718,611.004,37259.7,123.8333333,89.66666667,90,89.66666667,0.0620185912784761,-0.0148579628241403,0.549810804877425,-0.985522014505819,-0.886333735122392
"2850-57588","2850-57671","2850-57588_2850-57671",2,"CHR",45,"CHR-45",0,11,31.3259709,0,-29,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,17.53,16.28350449,0.48181303,667.733,32664.71,28.84180791,0.479499655,593.4133333,57856.66667,23.68146062,0.459973843,641.034,47505.01,25.7482569,0.475226128,607.0326667,51651.00333,117.8333333,75.83333333,83.16666667,75.83333333,-1.96094579430279,0.571272240341928,0.738660220509044,0.144833557453636,0.660629034048076
"2850-57588","2850-57731","2850-57588_2850-57731",2,"CHR",45,"CHR-45",0,11,12.43113436,8,-2,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,15.9,10.9634214,0.500436597,689.138,21992.62333,23.24545364,0.49159359,611.004,46630.38,18.5751562,0.456752009,611.004,37261.76333,24.60593387,0.474122334,611.004,49359.50333,119,91,92.33333333,91,0.257003109789217,-0.84374981052978,-0.209530090170569,-0.751748919336863,0.414309079555146
"2850-57588","2850-57733","2850-57588_2850-57733",2,"CHR",45,"CHR-45",0,11,23.80987697,2,-8,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,15.66,14.84394317,0.488091858,680.0823333,29776.95,20.45213858,0.480742509,611.004,41026.99,22.3788767,0.481773003,627.3723333,44892.02667,18.61630941,0.474711747,611.004,37344.31667,121.6666667,NA,102,102,1.86562539152438,0.188381413841325,-0.682801464137293,-0.0838786032720019,-0.877238044743787
"2850-57588","2850-57742","2850-57588_2850-57742",2,"CHR",45,"CHR-45",0,11,17.8981910109091,8,3,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.98,13.00562645,0.511030769,671.763,26089.28667,26.1463443,0.49002744,625.0783333,52449.56667,26.30566135,0.456120566,609.081,52769.15667,22.8044882,0.51172569,659.167,45745.80333,118,93,92,93,0.54947988828652,-0.300569350889335,0.281967817833205,0.605599739133584,0.0258620257862253
"2850-57588","2850-57744","2850-57588_2850-57744",2,"CHR",45,"CHR-45",0,11,28.17367532,0,-25,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,14.77,24.63866733,0.441897015,611.004,49425.16667,20.45419575,0.491736389,610.6836667,41031.11667,20.25567464,0.470934773,627.6863333,40632.88333,16.45550847,0.489979153,643.7406667,33009.75,116,84.5,NA,84.5,-0.693546420327017,2.79355701620318,-0.682452917821725,-0.456677716898191,-1.34317313948584
"2850-57588","2850-57745","2850-57588_2850-57745",2,"CHR",45,"CHR-45",0,11,5.294267559,6,-3,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,16.33,11.89491525,0.520998035,667.1156667,23861.2,19.28173812,0.496153459,634.065,38679.16667,21.88407444,0.484884869,657.7393333,43899.45333,26.3850565,0.474305256,645.4026667,52928.42333,118,85,86,85,-0.620427225702691,-0.59599346618265,-0.881102415479132,-0.170757684365318,0.797942599802867
"2850-57588","2850-57806","2850-57588_2850-57806",2,"CHR",45,"CHR-45",0,12,8.42402140866667,5,6,"CHR_45_2",1,NA,0,4,"no",18.1,12.52124294,0.529217393,669.7853333,25117.61333,26.61550183,0.468672327,627.7566667,53390.69667,22.60458126,0.444473503,616.0873333,45344.79,19.09416916,0.481473446,627.3723333,38302.90333,119.8333333,78.33333333,76.83333333,78.33333333,0.449931965046194,-1.3315433436065,-0.303163052014516,-0.639289206066304,-1.31490175118054,15.88,11.25502825,0.516086951,669.4676667,22577.58667,14.26422898,0.518970434,659.167,28614.04333,18.0460319,0.470292612,659.167,36200.34,17.57589232,0.493413321,659.167,35257.24,120.1666667,83.83333333,86,83.83333333,-0.791038680313578,-0.766188968724348,-1.73121899508845,-0.844654382153754,-1.1015839465002
